"458997403,2025-08-23T06:55:31Z,1404/06/01 10:25,قرقی بورس,reza3108112751,retwit,#شاخص_بورس \n\nبعضی فازتون چیه \n\nچرا باید بورس مثبت بشه\n\nوقتی سایه سنگین ماشه و تحریم و جنگ بالای سر کشوره\n\nچرا باید بورس مثبت بشه"
"459001850,2025-08-23T10:31:10Z,1404/06/01 14:01,Bozzkhar,bozzkharrr,quote,#شلرد اینکه از عوامل موساد اسم بردی واقعا درسته ولی نمیدونی چطور، موساد یه تکنولوژی داره به اسم mind  control"
"459001843,2025-08-23T10:30:51Z,1404/06/01 14:00,Reza,reza_bvsad,quote,شما اگه خارج شدین دیگه چکار به بقیه دارید؟\nشک نکن اون افرادی که تاحالا موندن الان خارج نمیشن.\nچون در این شرایط ریسک خارج شدن به مراتب بیشتر از موندن هست."
"459001839,2025-08-23T10:30:43Z,1404/06/01 14:00,Ja,jk567,quote,#شاخص_بورس در بورس دستوری نه دانش به کار میاد نه قانون معنی داره چون اراده ای برای درست کردن اوضاع وجود نداره فقط باید زور بالاسرشون باشه ضمنا از نوع پاسخ توهین آمیزت معلومه مشکوکی به مزدوری و جیره خوری رانت خورای فاسد"
"459001835,2025-08-23T10:30:40Z,1404/06/01 14:00,mahdi,mahdi8145,quote,#شاخص_بورس \n\nخخخخ\n\nمن خوردم؟!\n\n."
"458998807,2025-08-23T07:45:43Z,1404/06/01 11:15,فربورسی,azad1402,retwit,#شاخص_بورس یا رومی رومی یا زنگی زنگ!!\nاین چه برزخی هست که برای ما درست کردید\nخدا کنه ماشه رو بچکونن تا این از خدا بیخبرا دیگه بهانه ای برای برزخ درست کردن نداشته باشند"
"459001817,2025-08-23T10:30:08Z,1404/06/01 14:00,فربورسی,azad1402,twit,#شاخص_بورس خیلی از کسانی که الان از جنگ می ترسن و یا محافظه کار هستن اگر زمان کورش و داریوش بزرگ بودن الان ایران اندازه شیراز بود!!!!"
"459001000,2025-08-23T09:26:01Z,1404/06/01 12:56,باز مانده,dr_helen,retwit,زیاد خودت را نگران نکن ه‍ژیر کف جامعه که می‌گردی میبینی مردم دیگه هیچی براشون مهم نیست..حتی برای احتیاجات روز مره هم.راحت نمی‌خرند .چون توان ندارند.فوق آخرش هم ج نگ بشه  و کارخونه ها و نیروگاه ها را بزنند.هر که سود می بره باید نگران باشه ما هم که تمام  عمر وزندگیش مون غارت شده .فوقش یه فشار دیگه بیاد سکته می کنیم راحت میشیم . خوبیش این \nمر.دن هست و هیچ کس نمیتونه از اون فرار کنه.حتی..."
"459001806,2025-08-23T10:29:39Z,1404/06/01 13:59,mahdi,mahdi8145,quote,خخخخخ\n\nمن خوردم؟!\n\n."
"459001798,2025-08-23T10:28:43Z,1404/06/01 13:58,mahdi,mahdi8145,quote,#شاخص_بورس \n\nدیر عمل کرد؟ به چی؟\n\n."
