"458762966,2025-08-06T10:44:39Z,1404/05/15 14:14,شاهین,m_raesy,twit,#قشرین   پیرو شایعه منتشر شده در فضای مجازی مبنی بر تخريب فعاليت هاي شرکت به استحضار می رساند اين شرکت براي اولين بار طي 60 سال اخير و در فصل جاري با استفاده از چغندر پاييزه و با فعال نمودن کارخانه، کارخانه راه به بهره برداري رسانده است که با تلاش پرسنل عملکرد آن قابل قبول مي‌باشد. همچنين در ماه جاري مزايده فروش تعدادي از قطعات اراضي اين شرکت برگزار خواهد شد و همانگونه که مستحضر هستيد اخيرا صلحنامه اي در خصوص فروش چاه تنظيم گرديد، مضاف بر اين فرايند‌هاي معمول در پروژه رويال پارک با جديت در حال پيگيريست و بر خلاف اخبار و اظهار نظرهاي منتشر شده در فضا مجازي که به منظور تخريب سهم، خريد سهم با قيمت حداقلي و تضييع حقوق سهامداران مي‌باشد، شرکت صنعتي و کشاورزي شيرين خراسان در شرايط مطلوبي قرار دارد و اين شفاف سازي به منظور جلوگيري از سو استفاده از حقوق عموم سهامداران محترم اين شرکت مي‌باشد."
"458762962,2025-08-06T10:44:23Z,1404/05/15 14:14,Ali,ali831,quote,خواب دیدی خیر باشه فردا تعطیله حاجی"
"458762956,2025-08-06T10:44:15Z,1404/05/15 14:14,مهدیه افراشته,mehdiaf,twit,#کیا این سهم خوبه ولی تا الانم خرید های حقوقی باعث رشد چند روزه شده و گرنه بازار اصلا پولی درش نیست که بخواد بیاد پشت سهم \nکافیه فقط خریدهای حقوقی قطع بشه دوباره کله میشه سهم \nمن خودم سهمو دارم ولی فعلا اون رشدی که مد نظر خودم هست رو ندارم \nمیانگین خرید من ۶۲۰ تومنه  حساب کن تا اینجای کار تو ضرر هستم \nحالا ببینیم چی میشه"
"458760373,2025-08-06T08:37:55Z,1404/05/15 12:07,R_H,mrdejsa,retwit,#عیار شنبه برای خرید خیلی مناسب هست \nعجله نکنید در خرید...."
"458762925,2025-08-06T10:40:56Z,1404/05/15 14:10,Morteza,mortezamorteza1,twit,#برکت خدااااااااااااااااااااااا😭😭😭بالای۸۰ درصد تو ضرر هستم با دو بار پولی که بابت حق تقدم واریز کردم کلا سرمایه ام نابود شده و هیچی از پولم باقی نمونده دارم سکته میکنم 😭😭😭بعدداز ۵سال سهامداری با تورم این چند سال ۴۰۰درصد تو ضررم 😭😭"
"458762911,2025-08-06T10:38:33Z,1404/05/15 14:08,مهدی خیری,sonandimiz,quote,#عیار مبارکتون باشه، ولخرجی نکنین 😂"
"458762903,2025-08-06T10:37:43Z,1404/05/15 14:07,بابك,babakara,quote,#شاخص_بورس \nاینا به نه به مرده اعتقاد و احترام دارن نه به زنده\nادای دینداری رو در میارن هیچ دینی ندارن\nبرای نابودی ایران و جهان اژ هیچ کوششی دریغ نمیکنند. ایدئولوژی آشوب در جهان"
"458762898,2025-08-06T10:37:37Z,1404/05/15 14:07,Fp,farhad4242,twit,#ورنا \n\nجدیدترین و بهترین خبر برای خودرویی ها👇👇👇\n\n✅ عرضه خودرو در بورس کالا از طریق گواهی سپرده خودرو \n\nگزارش شبکه خبر از فراهم شدن امکان خرید خودرو در بورس کالا با خرید گواهی سپرده کالایی خودرو\n\nبا راه اندازی معاملات گواهی سپرده خودرو در بورس کالای ایران، امکان سرمایه گذاری و خرید خودرو توسط مردم با سرمایه های خرد فراهم می شود. \n\nبا خرید ۱۰ هزار گواهی سپرده کالایی خودرو میتوان خودرو را از پارکینگ خودروساز تحویل گرفت و یا در بازار ثانویه این اوراق گواهی کالایی را فروخت\n\nگواهی سپرده خودرو یک بازی دو‌سر برد برای مصرف کننده و تامین مالی تولیدکننده خودرو است.\n\n\nبنده رو دنبال بفرمایید🙏"
"458762888,2025-08-06T10:36:38Z,1404/05/15 14:06,Fp,farhad4242,twit,#خگستر \n\nجدیدترین و بهترین خبر برای خودرویی ها👇👇👇\n\n✅ عرضه خودرو در بورس کالا از طریق گواهی سپرده خودرو \n\nگزارش شبکه خبر از فراهم شدن امکان خرید خودرو در بورس کالا با خرید گواهی سپرده کالایی خودرو\n\nبا راه اندازی معاملات گواهی سپرده خودرو در بورس کالای ایران، امکان سرمایه گذاری و خرید خودرو توسط مردم با سرمایه های خرد فراهم می شود. \n\nبا خرید ۱۰ هزار گواهی سپرده کالایی خودرو میتوان خودرو را از پارکینگ خودروساز تحویل گرفت و یا در بازار ثانویه این اوراق گواهی کالایی را فروخت\n\nگواهی سپرده خودرو یک بازی دو‌سر برد برای مصرف کننده و تامین مالی تولیدکننده خودرو است.\n\n\nبنده رو دنبال بفرمایید🙏"
"458762885,2025-08-06T10:36:13Z,1404/05/15 14:06,Fp,farhad4242,twit,#خساپا \n\nجدیدترین و بهترین خبر برای خودرویی ها👇👇👇\n\n✅ عرضه خودرو در بورس کالا از طریق گواهی سپرده خودرو \n\nگزارش شبکه خبر از فراهم شدن امکان خرید خودرو در بورس کالا با خرید گواهی سپرده کالایی خودرو\n\nبا راه اندازی معاملات گواهی سپرده خودرو در بورس کالای ایران، امکان سرمایه گذاری و خرید خودرو توسط مردم با سرمایه های خرد فراهم می شود. \n\nبا خرید ۱۰ هزار گواهی سپرده کالایی خودرو میتوان خودرو را از پارکینگ خودروساز تحویل گرفت و یا در بازار ثانویه این اوراق گواهی کالایی را فروخت\n\nگواهی سپرده خودرو یک بازی دو‌سر برد برای مصرف کننده و تامین مالی تولیدکننده خودرو است.\n\n\nبنده رو دنبال بفرمایید🙏"
